log	filename	manifest	status	throughput
s3_transfer_10006226_240.log	HG02698.m64136_210514_184433.dc.q20.fastq.gz	./manifest_10006226_240.csv	0	3.7MiB/s
s3_transfer_10006226_241.log	HG02698.m64136_210517_184202.dc.q20.fastq.gz	./manifest_10006226_241.csv	0	2.5MiB/s
s3_transfer_10006226_242.log	HG04115.m64076_210623_104349.dc.q20.fastq.gz	./manifest_10006226_242.csv	0	3.6MiB/s
s3_transfer_10006226_243.log	HG04115.m64076_210625_220013.dc.q20.fastq.gz	./manifest_10006226_243.csv	0	4.3MiB/s
s3_transfer_10006226_244.log	HG04115.m64076_210627_085544.dc.q20.fastq.gz	./manifest_10006226_244.csv	0	2.1MiB/s
s3_transfer_10006226_245.log	HG00735.m64043_200702_173033.dc.q20.fastq.gz	./manifest_10006226_245.csv	0	12.3MiB/s
s3_transfer_10006226_246.log	HG00735.m64043_200703_234328.dc.q20.fastq.gz	./manifest_10006226_246.csv	0	27.6MiB/s
s3_transfer_10006226_247.log	HG00735.m64043_200705_060840.dc.q20.fastq.gz	./manifest_10006226_247.csv	0	26.5MiB/s
s3_transfer_10006226_248.log	HG00735.m64043_200706_123423.dc.q20.fastq.gz	./manifest_10006226_248.csv	0	24.3MiB/s
s3_transfer_10006226_249.log	HG01255.m64043_210520_180149.dc.q20.fastq.gz	./manifest_10006226_249.csv	0	19.8MiB/s
s3_transfer_10006226_24.log	NA18906.m64136_200521_171936.dc.q20.fastq.gz	./manifest_10006226_24.csv	0	24.5MiB/s
s3_transfer_10006226_250.log	HG01255.m64136_210516_022225.dc.q20.fastq.gz	./manifest_10006226_250.csv	0	10.6MiB/s
s3_transfer_10006226_251.log	HG01255.m64136_210519_033858.dc.q20.fastq.gz	./manifest_10006226_251.csv	0	28.5MiB/s
s3_transfer_10006226_252.log	HG02083.m64136_210317_200525.dc.q20.fastq.gz	./manifest_10006226_252.csv	0	26.6MiB/s
s3_transfer_10006226_253.log	HG02083.m64136_210319_191015.dc.q20.fastq.gz	./manifest_10006226_253.csv	0	21.8MiB/s
s3_transfer_10006226_254.log	HG02083.m64136_210321_022417.dc.q20.fastq.gz	./manifest_10006226_254.csv	0	26.6MiB/s
s3_transfer_10006226_255.log	HG02083.m64136_210323_162524.dc.q20.fastq.gz	./manifest_10006226_255.csv	0	26.2MiB/s
s3_transfer_10006226_256.log	NA21309.m64043_191210_201113.dc.q20.fastq.gz	./manifest_10006226_256.csv	0	25.5MiB/s
s3_transfer_10006226_257.log	NA21309.m64043_191213_191857.dc.q20.fastq.gz	./manifest_10006226_257.csv	0	27.2MiB/s
s3_transfer_10006226_258.log	NA21309.m64043_191215_014401.dc.q20.fastq.gz	./manifest_10006226_258.csv	0	28.8MiB/s
s3_transfer_10006226_259.log	NA21309.m64043_191219_192900.dc.q20.fastq.gz	./manifest_10006226_259.csv	0	20.5MiB/s
s3_transfer_10006226_25.log	NA18906.m64136_200523_195722.dc.q20.fastq.gz	./manifest_10006226_25.csv	0	25.7MiB/s
s3_transfer_10006226_260.log	HG02572.m54329U_200319_002813.dc.q20.fastq.gz	./manifest_10006226_260.csv	0	23.9MiB/s
s3_transfer_10006226_261.log	HG02572.m64076_200313_161705.dc.q20.fastq.gz	./manifest_10006226_261.csv	0	24.2MiB/s
s3_transfer_10006226_262.log	HG02572.m64076_200317_041201.dc.q20.fastq.gz	./manifest_10006226_262.csv	0	24.5MiB/s
s3_transfer_10006226_263.log	HG02572.m64076_200318_103811.dc.q20.fastq.gz	./manifest_10006226_263.csv	0	25.7MiB/s
s3_transfer_10006226_264.log	HG03470.m54306Ue_220817_100412.dc.q20.fastq.gz	./manifest_10006226_264.csv	0	27.4MiB/s
s3_transfer_10006226_265.log	HG03470.m54306Ue_220819_070258.dc.q20.fastq.gz	./manifest_10006226_265.csv	0	33.7MiB/s
s3_transfer_10006226_266.log	HG03470.m64330e_220803_140136.dc.q20.fastq.gz	./manifest_10006226_266.csv	0	2.4MiB/s
s3_transfer_10006226_267.log	HG00639.m54329U_211222_104516.dc.q20.fastq.gz	./manifest_10006226_267.csv	0	37.5MiB/s
s3_transfer_10006226_268.log	HG00639.m54329U_211230_014258.dc.q20.fastq.gz	./manifest_10006226_268.csv	0	44.6MiB/s
s3_transfer_10006226_269.log	HG00639.m54329U_211231_123903.dc.q20.fastq.gz	./manifest_10006226_269.csv	0	30.5MiB/s
s3_transfer_10006226_26.log	NA18906.m64136_200525_021027.dc.q20.fastq.gz	./manifest_10006226_26.csv	0	26.7MiB/s
s3_transfer_10006226_270.log	HG00639.m64076_220216_013707.dc.q20.fastq.gz	./manifest_10006226_270.csv	0	33.0MiB/s
s3_transfer_10006226_271.log	HG01074.m54329U_211110_112322.dc.q20.fastq.gz	./manifest_10006226_271.csv	0	39.0MiB/s
s3_transfer_10006226_272.log	HG01074.m54329U_211208_005551.dc.q20.fastq.gz	./manifest_10006226_272.csv	0	45.3MiB/s
s3_transfer_10006226_273.log	HG01074.m54329U_211211_014820.dc.q20.fastq.gz	./manifest_10006226_273.csv	0	40.0MiB/s
s3_transfer_10006226_274.log	HG01074.m54329U_211212_111219.dc.q20.fastq.gz	./manifest_10006226_274.csv	0	43.3MiB/s
s3_transfer_10006226_275.log	HG03050.m64330e_220223_194839.dc.q20.fastq.gz	./manifest_10006226_275.csv	0	48.8MiB/s
s3_transfer_10006226_276.log	HG03050.m64330e_220227_061615.dc.q20.fastq.gz	./manifest_10006226_276.csv	0	47.6MiB/s
s3_transfer_10006226_277.log	HG03742.m64055e_220917_121508.dc.q20.fastq.gz	./manifest_10006226_277.csv	0	17.3MiB/s
s3_transfer_10006226_278.log	HG03742.m64055e_220924_080740.dc.q20.fastq.gz	./manifest_10006226_278.csv	0	23.6MiB/s
s3_transfer_10006226_279.log	HG03742.m64055e_220926_031456.dc.q20.fastq.gz	./manifest_10006226_279.csv	0	42.2MiB/s
s3_transfer_10006226_27.log	NA18906.m64136_200526_083627.dc.q20.fastq.gz	./manifest_10006226_27.csv	0	24.8MiB/s
